[header]
width=27
height=20
tilewidth=72
tileheight=72

[tilesets]
tileset=tiles_spritesheet.png,70,70,0,0

[layer]
type=Tile Layer 1
data=
153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,153,
153,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
152,104,104,105,0,0,129,21,152,105,0,0,0,0,0,0,0,0,32,0,0,0,0,129,104,104,21,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
153,0,0,0,0,116,104,104,104,104,92,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,
153,0,0,116,104,104,92,0,0,116,104,104,92,0,0,0,0,0,0,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,116,104,104,92,0,0,0,0,0,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,116,104,104,92,0,0,0,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,116,104,104,92,0,0,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,116,104,104,92,0,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,
152,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,104,21

